"","gene_id","SYMBOL","coding_length","DESCRIPTION","GENEBIOTYPE","SEQCOORDSYSTEM","ENTREZID","WT_0H_DNA2","WT_120H_DNA2","logFC","logCPM","F","PValue","FDR"
"ENSMUSG00000045435","ENSMUSG00000045435","Tmem60",3176,"transmembrane protein 60 [Source:MGI Symbol;Acc:MGI:2673965]","protein_coding","chromosome","212090",1.25324212794636,0.683271703196691,-0.938049993395983,1.72945482475267,6.87066725733761,0.0200990016812665,0.0432665532375356
"ENSMUSG00000054150","ENSMUSG00000054150","Syne3",5548,"spectrin repeat containing, nuclear envelope family member 3 [Source:MGI Symbol;Acc:MGI:2442408]","protein_coding","chromosome","212073",3.90333457509744,3.08774014277556,-0.389824386798467,4.29790853856307,6.8684159190684,0.0201158455947599,0.0432963321376588
"ENSMUSG00000024130","ENSMUSG00000024130","Abca3",9374,"ATP-binding cassette, sub-family A (ABC1), member 3 [Source:MGI Symbol;Acc:MGI:1351617]","protein_coding","chromosome","27410",6.50183069473743,5.66784555207435,-0.249008985644742,5.84352637999754,6.86449941679375,0.0201451869267858,0.043352996914714
"ENSMUSG00000029152","ENSMUSG00000029152","Ociad1",5515,"OCIA domain containing 1 [Source:MGI Symbol;Acc:MGI:1915345]","protein_coding","chromosome","68095",13.7101790702223,11.9829053703747,-0.243976613565734,6.15709100699734,6.86354225342446,0.0201523652857195,0.0433619565438685
"ENSMUSG00000047368","ENSMUSG00000047368","Abhd17b",2833,"abhydrolase domain containing 17B [Source:MGI Symbol;Acc:MGI:1917816]","protein_coding","chromosome","226016",3.51581821292175,5.04574499919969,0.46302671340212,3.61765127890246,6.85571617929666,0.0202111694872786,0.0434816995457225
"ENSMUSG00000024790","ENSMUSG00000024790","Sac3d1",1442,"SAC3 domain containing 1 [Source:MGI Symbol;Acc:MGI:1913656]","protein_coding","chromosome","66406",2.59618790370062,4.39803078685805,0.709199970735483,2.37797790810979,6.8553318743572,0.0202140622418788,0.0434816995457225
"ENSMUSG00000032002","ENSMUSG00000032002","Dcun1d5",3077,"DCN1, defective in cullin neddylation 1, domain containing 5 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1924113]","protein_coding","chromosome","76863",9.02871322735367,11.6028203422826,0.310670524011321,4.99526946920809,6.85450365487205,0.0202202980827017,0.0434877634779573
"ENSMUSG00000110160","ENSMUSG00000110160","Gm45560",1472,"predicted gene 45560 [Source:MGI Symbol;Acc:MGI:5791396]","TEC","chromosome",NA,2.05452846440667,0.639787838884081,-1.70510171083372,1.1451444767168,7.04657860925256,0.0202229288096634,0.0434877634779573
"ENSMUSG00000055319","ENSMUSG00000055319","Sec23ip",8907,"Sec23 interacting protein [Source:MGI Symbol;Acc:MGI:2450915]","protein_coding","chromosome","207352",4.23851295907278,5.45261953301253,0.308970330760413,5.43955841873282,6.85230242286353,0.020236882496625,0.0435112638759846
"ENSMUSG00000025169","ENSMUSG00000025169","Ogfod3",1308,"2-oxoglutarate and iron-dependent oxygenase domain containing 3 [Source:MGI Symbol;Acc:MGI:1913429]","protein_coding","chromosome","66179",7.50530953590348,5.18812449687068,-0.579652724998572,3.0961102214923,6.8503651611755,0.0202514911971579,0.0435361653807959
"ENSMUSG00000097209","ENSMUSG00000097209","AU022754",3064,"expressed sequence AU022754 [Source:MGI Symbol;Acc:MGI:2146143]","lncRNA","chromosome","105975",2.6471847006912,1.47507038019149,-0.900166162937835,2.70998343861891,6.95807038088648,0.0202640164234092,0.0435565811091721
"ENSMUSG00000027714","ENSMUSG00000027714","Exosc9",4709,"exosome component 9 [Source:MGI Symbol;Acc:MGI:1355319]","protein_coding","chromosome","50911",4.30040589476674,5.81115980420577,0.382261163254493,4.58668612646045,6.84544480593902,0.0202886502401998,0.0436021572527508
"ENSMUSG00000008226","ENSMUSG00000008226","Scrn3",4815,"secernin 3 [Source:MGI Symbol;Acc:MGI:1921866]","protein_coding","chromosome","74616",2.56755502993146,1.63662321944359,-0.711996634224309,3.3795863058333,6.98681449813123,0.0202970047392613,0.0436021572527508
"ENSMUSG00000038539","ENSMUSG00000038539","Atf5",1993,"activating transcription factor 5 [Source:MGI Symbol;Acc:MGI:2141857]","protein_coding","chromosome","107503",6.46480720181019,9.39463364332466,0.486042032215273,3.9936873837145,6.84430683181087,0.0202972556196411,0.0436021572527508
"ENSMUSG00000031483","ENSMUSG00000031483","Erlin2",5829,"ER lipid raft associated 2 [Source:MGI Symbol;Acc:MGI:2387215]","protein_coding","chromosome","244373",15.2139980263566,18.4950042118097,0.230448388989608,6.62180258885468,6.84429476675204,0.0202973468785403,0.0436021572527508
"ENSMUSG00000060743","ENSMUSG00000060743","H3f3a",3504,"H3 histone, family 3A [Source:MGI Symbol;Acc:MGI:1097686]","protein_coding","chromosome","15078",34.524720974538,28.6685026968962,-0.314361711884505,6.80341796358933,6.85514813502521,0.0203291869271125,0.0436640332117283
"ENSMUSG00000035910","ENSMUSG00000035910","Dcdc2a",8284,"doublecortin domain containing 2a [Source:MGI Symbol;Acc:MGI:2652818]","protein_coding","chromosome","195208",0.2013641638879,0.0499087927736108,-2.03179839921666,0.347250907474092,6.89567719101925,0.0203833234287055,0.0437737729657523
"ENSMUSG00000040913","ENSMUSG00000040913","Fbxw4",3158,"F-box and WD-40 domain protein 4 [Source:MGI Symbol;Acc:MGI:1354698]","protein_coding","chromosome","30838",4.96675780294858,3.80784870703577,-0.437957605233135,3.818048147716,6.82886605583992,0.02041443930394,0.0438340498759727
"ENSMUSG00000021366","ENSMUSG00000021366","Hivep1",9294,"human immunodeficiency virus type I enhancer binding protein 1 [Source:MGI Symbol;Acc:MGI:96100]","protein_coding","chromosome","110521",8.13569207040424,10.0483761833388,0.252652442099177,6.40517345663179,6.82817066182687,0.02041973528813,0.0438388763866078
"ENSMUSG00000027257","ENSMUSG00000027257","Pacsin3",4327,"protein kinase C and casein kinase substrate in neurons 3 [Source:MGI Symbol;Acc:MGI:1891410]","protein_coding","chromosome","80708",8.37887236475182,5.90963976638188,-0.546545872810246,4.96611611975487,7.4373101000945,0.0204847393715959,0.0439718689018346
"ENSMUSG00000019647","ENSMUSG00000019647","Sema6a",8778,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A [Source:MGI Symbol;Acc:MGI:1203727]","protein_coding","chromosome","20358",4.06837978597375,5.14839304279456,0.289127987097233,5.3475209887851,6.81738110102985,0.0205021114069781,0.0440025915915772
"ENSMUSG00000025135","ENSMUSG00000025135","Anapc11",5057,"anaphase promoting complex subunit 11 [Source:MGI Symbol;Acc:MGI:1913406]","protein_coding","chromosome","66156",3.306360079179,2.41895031705819,-0.493380977509099,3.88240423247441,6.81533515442033,0.0205177753259589,0.0440296396207014
"ENSMUSG00000020650","ENSMUSG00000020650","Bcap29",7590,"B cell receptor associated protein 29 [Source:MGI Symbol;Acc:MGI:101917]","protein_coding","chromosome","12033",1.71516330150088,1.28453473519099,-0.472444652386778,3.54298760631113,6.81481581708793,0.0205217536243167,0.0440316068364796
"ENSMUSG00000032463","ENSMUSG00000032463","Faim",5745,"Fas apoptotic inhibitory molecule [Source:MGI Symbol;Acc:MGI:1344387]","protein_coding","chromosome","23873",3.98641705470034,3.2154234533534,-0.366589605995375,4.38979764406444,6.81408032860688,0.0205273892471002,0.0440371289009242
"ENSMUSG00000033319","ENSMUSG00000033319","Fem1c",5726,"fem-1 homolog c (C.elegans) [Source:MGI Symbol;Acc:MGI:2444737]","protein_coding","chromosome","240263",5.23167675091225,4.32849025329455,-0.330681028605634,4.79061380364621,6.81283982849593,0.0205368985579319,0.0440509582490941
"ENSMUSG00000020936","ENSMUSG00000020936","Nmt1",5017,"N-myristoyltransferase 1 [Source:MGI Symbol;Acc:MGI:102579]","protein_coding","chromosome","18107",13.6533389402408,16.7411240359124,0.244418407533046,6.25836246664829,6.8122342182568,0.0205415428487269,0.0440543497241859
"ENSMUSG00000039105","ENSMUSG00000039105","Atp6v1g1",1135,"ATPase, H+ transporting, lysosomal V1 subunit G1 [Source:MGI Symbol;Acc:MGI:1913540]","protein_coding","chromosome","66290",52.0913291151832,43.4211841955976,-0.315335601706274,5.77457970001437,6.81132633300478,0.0205485075065952,0.0440627158133074
"ENSMUSG00000006586","ENSMUSG00000006586","Runx1t1",7959,"RUNX1 translocation partner 1 [Source:MGI Symbol;Acc:MGI:104793]","protein_coding","chromosome","12395",0.236560958637469,0.0849022795173756,-1.54625427633947,0.590990682870746,6.81005397077983,0.0205582727949009,0.0440770839797652
"ENSMUSG00000036568","ENSMUSG00000036568","Bicral",6851,"BRD4 interacting chromatin remodeling complex associated protein like [Source:MGI Symbol;Acc:MGI:2673855]","protein_coding","chromosome","210982",4.86404098734516,3.79205481888762,-0.410018354772993,4.90663848560563,6.80670134505177,0.020584029798389,0.0441219642719503
"ENSMUSG00000045438","ENSMUSG00000045438","Cox19",3747,"cytochrome c oxidase assembly protein 19 [Source:MGI Symbol;Acc:MGI:1915283]","protein_coding","chromosome","68033",1.85619192592408,1.19675758255222,-0.692001083623866,2.57317809038037,6.8065307504216,0.0205853414173819,0.0441219642719503
"ENSMUSG00000042042","ENSMUSG00000042042","Csgalnact2",5438,"chondroitin sulfate N-acetylgalactosaminyltransferase 2 [Source:MGI Symbol;Acc:MGI:1926002]","protein_coding","chromosome","78752",1.53830837977774,2.27606634774078,0.518272046143062,3.39571720612997,6.80399593960803,0.0206048417927149,0.0441571799527381
"ENSMUSG00000040351","ENSMUSG00000040351","Ankib1",8541,"ankyrin repeat and IBR domain containing 1 [Source:MGI Symbol;Acc:MGI:1918047]","protein_coding","chromosome","70797",9.58380943737541,8.42612644058536,-0.236691262544371,6.27523051234561,6.79672708481228,0.0206608804898764,0.0442651392132924
"ENSMUSG00000062761","ENSMUSG00000062761","Zfp512",6886,"zinc finger protein 512 [Source:MGI Symbol;Acc:MGI:1917345]","protein_coding","chromosome","269639",5.82492106283097,4.66787292599736,-0.371471483055407,5.18800320281741,6.79666318475218,0.0206613739075812,0.0442651392132924
"ENSMUSG00000021391","ENSMUSG00000021391","Cenpp",2564,"centromere protein P [Source:MGI Symbol;Acc:MGI:1913586]","protein_coding","chromosome","66336",0.604595666638078,0.198004700706815,-1.66889244811113,0.325476406971522,6.79369917488375,0.0206842761910222,0.0443076050311709
"ENSMUSG00000023224","ENSMUSG00000023224","Serping1",2325,"serine (or cysteine) peptidase inhibitor, clade G, member 1 [Source:MGI Symbol;Acc:MGI:894696]","protein_coding","chromosome","12258",30.3877950397468,21.6438863883085,-0.542008530087637,5.92552566028547,7.95976781042733,0.0206975139989748,0.0443250099897014
"ENSMUSG00000020532","ENSMUSG00000020532","Acaca",17074,"acetyl-Coenzyme A carboxylase alpha [Source:MGI Symbol;Acc:MGI:108451]","protein_coding","chromosome","107476",4.24989119064763,3.6904013039275,-0.259035876472868,6.09096427227599,6.79185180405671,0.020698565365793,0.0443250099897014
"ENSMUSG00000062169","ENSMUSG00000062169","Cnih4",3783,"cornichon family AMPA receptor auxiliary protein 4 [Source:MGI Symbol;Acc:MGI:1925828]","protein_coding","chromosome","98417",3.49681822125425,4.79691801995859,0.401672834492729,3.98496862766959,6.78846984507356,0.0207247541233996,0.044374484710843
"ENSMUSG00000002265","ENSMUSG00000002265","Peg3",13616,"paternally expressed 3 [Source:MGI Symbol;Acc:MGI:104748]","protein_coding","chromosome","18616",6.1503847135415,9.05922300051569,0.508249297853782,6.69646336129411,7.94516004730363,0.0207837292550504,0.0444910785723956
"ENSMUSG00000030471","ENSMUSG00000030471","Zdhhc13",2410,"zinc finger, DHHC domain containing 13 [Source:MGI Symbol;Acc:MGI:1919227]","protein_coding","chromosome","243983",3.44217645094151,5.1296706059761,0.529438223818213,3.39239529589875,6.78065779303504,0.0207853954198252,0.0444910785723956
"ENSMUSG00000039747","ENSMUSG00000039747","Orai2",6077,"ORAI calcium release-activated calcium modulator 2 [Source:MGI Symbol;Acc:MGI:2443195]","protein_coding","chromosome","269717",1.45019516268107,2.12844250894337,0.499523472080382,3.4663399381125,6.77727584142372,0.0208117118830467,0.0445407798068419
"ENSMUSG00000058006","ENSMUSG00000058006","Mdn1",21836,"midasin AAA ATPase 1 [Source:MGI Symbol;Acc:MGI:1926159]","protein_coding","chromosome","100019",4.64055314467916,5.79397225960895,0.273208543737079,6.83445794493301,6.77504959005447,0.0208290564714359,0.0445712676941215
"ENSMUSG00000095590","ENSMUSG00000095590","Gm24305",164,"predicted gene, 24305 [Source:MGI Symbol;Acc:MGI:5454082]","snRNA","chromosome",NA,155.531795192263,56.2451424158494,-1.51811693060165,4.14692892565945,10.1277967723933,0.0208358209625759,0.0445791099499802
"ENSMUSG00000112576","ENSMUSG00000112576","Gm47621",2538,"predicted gene, 47621 [Source:MGI Symbol;Acc:MGI:6096684]","TEC","chromosome",NA,0.303038467484941,0.84482473407915,1.41960430885965,0.694049887117972,6.77342445487138,0.0208417284111625,0.0445851164672526
"ENSMUSG00000041649","ENSMUSG00000041649","Klf8",5206,"Kruppel-like factor 8 [Source:MGI Symbol;Acc:MGI:2442430]","protein_coding","chromosome","245671",0.30107625594126,0.626080492899905,1.00314892651842,1.36616133486296,6.76948526110794,0.0208724813559544,0.0446442633642677
"ENSMUSG00000009894","ENSMUSG00000009894","Snap47",2651,"synaptosomal-associated protein, 47 [Source:MGI Symbol;Acc:MGI:1915076]","protein_coding","chromosome","67826",18.5371738737567,15.9024619880428,-0.271218891131619,5.52575909468526,6.76860167232419,0.0208793866984885,0.0446523924903587
"ENSMUSG00000021047","ENSMUSG00000021047","Nova1",8747,"neuro-oncological ventral antigen 1 [Source:MGI Symbol;Acc:MGI:104297]","protein_coding","chromosome","664883",0.974156356838025,0.670568071327055,-0.593963586387966,2.89668584391641,6.7656962137477,0.0209021119052557,0.0446822618555191
"ENSMUSG00000029022","ENSMUSG00000029022","Miip",3354,"migration and invasion inhibitory protein [Source:MGI Symbol;Acc:MGI:106506]","protein_coding","chromosome","28010",2.10563541018067,3.38040858035405,0.638183281591083,3.22703508438503,6.76564353779402,0.020902524178476,0.0446822618555191
"ENSMUSG00000044393","ENSMUSG00000044393","Dsg2",8268,"desmoglein 2 [Source:MGI Symbol;Acc:MGI:1196466]","protein_coding","chromosome","13511",0.998647210379475,0.447583048926062,-1.23112744446557,2.64766151710412,7.51721874553317,0.0209026740205766,0.0446822618555191
"ENSMUSG00000099746","ENSMUSG00000099746","Ppnr",3525,"per-pentamer repeat gene [Source:MGI Symbol;Acc:MGI:1349458]","lncRNA","chromosome","26930",0.998075477292722,1.82654353605294,0.823124836307397,2.35633742258302,6.76245523376829,0.0209274953459459,0.0447286726208045
"ENSMUSG00000014786","ENSMUSG00000014786","Slc9a5",5240,"solute carrier family 9 (sodium/hydrogen exchanger), member 5 [Source:MGI Symbol;Acc:MGI:2685542]","protein_coding","chromosome","277973",1.13103132782086,2.21026508056991,0.921452830449295,3.14658368566207,7.26970550587193,0.0209453188639731,0.0447601152899942
"ENSMUSG00000056158","ENSMUSG00000056158","Car10",6358,"carbonic anhydrase 10 [Source:MGI Symbol;Acc:MGI:1919855]","protein_coding","chromosome","72605",0.234360296336363,0.0803771250211465,-1.59319591191167,0.281132809293105,6.75855392665394,0.0209580980324938,0.04478077045065
"ENSMUSG00000067931","ENSMUSG00000067931","Zfp948",2652,"zinc finger protein 948 [Source:MGI Symbol;Acc:MGI:3040683]","protein_coding","chromosome","381066",0.840338845946363,1.7211985887835,0.95858996977357,1.82795668171717,6.75604916900071,0.0209777733103456,0.0448111141649515
"ENSMUSG00000025964","ENSMUSG00000025964","Adam23",17907,"a disintegrin and metallopeptidase domain 23 [Source:MGI Symbol;Acc:MGI:1345162]","protein_coding","chromosome","23792",0.136981471208268,0.0540714190680443,-1.36817713070601,0.95617837135264,6.75595277642129,0.0209785309186913,0.0448111141649515
"ENSMUSG00000087331","ENSMUSG00000087331","1810021B22Rik",896,"RIKEN cDNA 1810021B22 gene [Source:MGI Symbol;Acc:MGI:1916370]","lncRNA","chromosome","69120",2.18291881840162,0.957889178034997,-1.230502713742,0.706061305325545,6.75072611195781,0.0210196581415648,0.0448922963160061
"ENSMUSG00000029634","ENSMUSG00000029634","Rnf6",4022,"ring finger protein (C3H2C3 type) 6 [Source:MGI Symbol;Acc:MGI:1921382]","protein_coding","chromosome","74132",12.6444142731536,15.7959241574494,0.264358201333175,5.84114185084612,6.75031105767235,0.0210229281080747,0.04489261351898
"ENSMUSG00000030979","ENSMUSG00000030979","Uros",3576,"uroporphyrinogen III synthase [Source:MGI Symbol;Acc:MGI:98917]","protein_coding","chromosome","22276",2.32810567996221,3.52189767378565,0.541128553069129,3.40398539537947,6.74922486928914,0.0210314883414425,0.0449042258501523
"ENSMUSG00000005442","ENSMUSG00000005442","Cic",10294,"capicua transcriptional repressor [Source:MGI Symbol;Acc:MGI:1918972]","protein_coding","chromosome","71722",17.0446439762919,20.69264398773,0.228001181948382,7.60329375243299,6.74621057688542,0.021055265167211,0.0449483187820734
"ENSMUSG00000023106","ENSMUSG00000023106","Denr",6094,"density-regulated protein [Source:MGI Symbol;Acc:MGI:1915434]","protein_coding","chromosome","68184",4.65977936492587,6.0036858079553,0.310661156982917,5.03144321471857,6.74435789749101,0.0210698946629623,0.0449728740045597
"ENSMUSG00000020444","ENSMUSG00000020444","Guk1",1835,"guanylate kinase 1 [Source:MGI Symbol;Acc:MGI:95871]","protein_coding","chromosome","14923",7.52166164311233,4.93004318037425,-0.663961432074251,3.55547306465988,6.87667872204735,0.0210895303352639,0.0450081058438589
"ENSMUSG00000018040","ENSMUSG00000018040","Rrp7a",5411,"ribosomal RNA processing 7 homolog A (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1922028]","protein_coding","chromosome","74778",5.56470860040474,7.31561195714836,0.351048763685992,5.13141725265793,6.73936701309866,0.0211093635137855,0.0450437486728876
"ENSMUSG00000005534","ENSMUSG00000005534","Insr",13746,"insulin receptor [Source:MGI Symbol;Acc:MGI:96575]","protein_coding","chromosome","16337",5.53365497973209,4.69924019117662,-0.284875835773718,6.14546379073527,6.73413378355534,0.0211508412297594,0.045125559793265
"ENSMUSG00000048787","ENSMUSG00000048787","Dcun1d3",7838,"DCN1, defective in cullin neddylation 1, domain containing 3 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2679003]","protein_coding","chromosome","233805",1.52804299886363,2.13041772161129,0.431024955613654,3.86001523467025,6.7319399411348,0.0211682574465554,0.0451560187772708
"ENSMUSG00000043313","ENSMUSG00000043313","Pcdhb19",7138,"protocadherin beta 19 [Source:MGI Symbol;Acc:MGI:2136757]","protein_coding","chromosome","93890",1.07631673359655,1.60421881599823,0.527820187594929,3.2820123044261,6.73027869465797,0.0211814566477061,0.0451774743448479
"ENSMUSG00000030407","ENSMUSG00000030407","Qpctl",4310,"glutaminyl-peptide cyclotransferase-like [Source:MGI Symbol;Acc:MGI:1914619]","protein_coding","chromosome","67369",1.35827309219483,2.24850279177434,0.673074467045025,2.98807868057547,6.7294690854301,0.0211878927524385,0.0451845008252625
"ENSMUSG00000054519","ENSMUSG00000054519","Zfp867",3412,"zinc finger protein 867 [Source:MGI Symbol;Acc:MGI:2681848]","protein_coding","chromosome","237775",2.74274733198659,1.88584871382091,-0.599266270923343,3.03112596558313,6.72489999085908,0.0212242580813193,0.0452499425880896
"ENSMUSG00000039835","ENSMUSG00000039835","Nhsl1",11348,"NHS-like 1 [Source:MGI Symbol;Acc:MGI:106390]","protein_coding","chromosome","215819",17.7036877344953,21.7222046248173,0.239381329581097,7.8064599150541,6.72482290227658,0.0212248722499828,0.0452499425880896
"ENSMUSG00000039542","ENSMUSG00000039542","Ncam1",8664,"neural cell adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:97281]","protein_coding","chromosome","17967",61.0441338189782,77.7483970855129,0.294645588984031,9.23058309344276,6.72431640021196,0.0212289080916938,0.0452518387690441
"ENSMUSG00000056267","ENSMUSG00000056267","Cep70",4806,"centrosomal protein 70 [Source:MGI Symbol;Acc:MGI:1915371]","protein_coding","chromosome","68121",2.52243042380174,1.83771378541311,-0.517932948797326,3.42541670616736,6.72142521348472,0.0212519623478733,0.0452942682998095
"ENSMUSG00000002250","ENSMUSG00000002250","Ppard",7514,"peroxisome proliferator activator receptor delta [Source:MGI Symbol;Acc:MGI:101884]","protein_coding","chromosome","19015",1.59730766187397,2.25415320263297,0.444297903770255,3.87120014014363,6.72002851117905,0.0212631100475388,0.0453113125950071
"ENSMUSG00000005378","ENSMUSG00000005378","Bud23",3386,"BUD23, rRNA methyltransferase and ribosome maturation factor [Source:MGI Symbol;Acc:MGI:1913388]","protein_coding","chromosome","66138",1.94923013592271,2.99103979815068,0.561066167756033,3.09155995258585,6.71740273542963,0.0212840859384966,0.0453492924396235
"ENSMUSG00000032554","ENSMUSG00000032554","Trf",3320,"transferrin [Source:MGI Symbol;Acc:MGI:98821]","protein_coding","chromosome","22041",10.4938830336011,28.2160961484864,1.39042371174618,6.00476798250498,11.581398697688,0.0212898490736107,0.0453548525220959
"ENSMUSG00000022677","ENSMUSG00000022677","Fopnl",5806,"Fgfr1op N-terminal like [Source:MGI Symbol;Acc:MGI:1913336]","protein_coding","chromosome","66086",2.20193403636839,1.60798814800309,-0.514418524944516,3.50017424583472,6.71425735490554,0.0213092443499651,0.0453894479030211
"ENSMUSG00000075031","ENSMUSG00000075031","Hist1h2bb",508,"histone cluster 1, H2bb [Source:MGI Symbol;Acc:MGI:2448377]","protein_coding","chromosome",NA,11.9807761757444,6.86374183899932,-0.869998237740436,2.34108603446164,6.71088548578966,0.0213362527484804,0.0454402468574922
"ENSMUSG00000074916","ENSMUSG00000074916","Chst14",2090,"carbohydrate sulfotransferase 14 [Source:MGI Symbol;Acc:MGI:1919386]","protein_coding","chromosome","72136",3.51310874969737,5.66791143188318,0.640864863296364,3.2857755446882,6.7033876657796,0.0213964524708643,0.0455617085336054
"ENSMUSG00000021180","ENSMUSG00000021180","Rps6ka5",11932,"ribosomal protein S6 kinase, polypeptide 5 [Source:MGI Symbol;Acc:MGI:1920336]","protein_coding","chromosome","73086",0.64319223993906,0.415469241635756,-0.679003543640584,2.71307141666484,6.70213023524648,0.0214065676624677,0.0455764997959453
"ENSMUSG00000041420","ENSMUSG00000041420","Meis3",3173,"Meis homeobox 3 [Source:MGI Symbol;Acc:MGI:108519]","protein_coding","chromosome","17537",1.54573478204616,2.50883144913052,0.649071645992071,2.71844610319199,6.693774957729,0.0214739217192375,0.0457131353117339
"ENSMUSG00000000948","ENSMUSG00000000948","Gm38393",5216,"predicted gene, 38393 [Source:MGI Symbol;Acc:MGI:5613898]","protein_coding","chromosome",NA,0.768237072232307,0.423441798478386,-0.923661348360716,1.73961142460363,6.69290677947644,0.0214809344525465,0.0457177994355615
"ENSMUSG00000039660","ENSMUSG00000039660","Spout1",3010,"SPOUT domain containing methyltransferase 1 [Source:MGI Symbol;Acc:MGI:106544]","protein_coding","chromosome","227695",4.87961563401659,3.57452595457593,-0.497601214714895,3.69997867037745,6.69271667885825,0.0214824703508222,0.0457177994355615
"ENSMUSG00000002608","ENSMUSG00000002608","Ccdc97",3939,"coiled-coil domain containing 97 [Source:MGI Symbol;Acc:MGI:1196455]","protein_coding","chromosome","52132",8.90514830056096,11.5492277536483,0.321043880305763,5.34189554730213,6.68953758127436,0.0215081744757314,0.0457657294437001
"ENSMUSG00000054455","ENSMUSG00000054455","Vapb",7134,"vesicle-associated membrane protein, associated protein B and C [Source:MGI Symbol;Acc:MGI:1928744]","protein_coding","chromosome","56491",7.99230869756182,6.92839950813403,-0.260317313264861,5.74331243638008,6.68859034408371,0.0215158401370637,0.0457752681732619
"ENSMUSG00000029534","ENSMUSG00000029534","St7",9042,"suppression of tumorigenicity 7 [Source:MGI Symbol;Acc:MGI:1927450]","protein_coding","chromosome","64213",0.586636550922405,0.956422415483939,0.643746135578322,2.83598438063498,6.68446307311558,0.0215492778090708,0.0458396263052886
"ENSMUSG00000035992","ENSMUSG00000035992","Fnip1",7119,"folliculin interacting protein 1 [Source:MGI Symbol;Acc:MGI:2444668]","protein_coding","chromosome","216742",2.70060960993153,3.59421839139968,0.358032561707644,4.49613198095946,6.6790516807675,0.0215932105756243,0.045926287266878
"ENSMUSG00000040472","ENSMUSG00000040472","Rabggta",3768,"Rab geranylgeranyl transferase, a subunit [Source:MGI Symbol;Acc:MGI:1860443]","protein_coding","chromosome","56187",1.58168469287894,2.65166935085819,0.698325598461843,3.02949074143062,6.67857223199798,0.0215971080345973,0.0459277846744904
"ENSMUSG00000038831","ENSMUSG00000038831","Ralgps1",7657,"Ral GEF with PH domain and SH3 binding motif 1 [Source:MGI Symbol;Acc:MGI:1922008]","protein_coding","chromosome","241308",4.69602020595394,3.6248642551234,-0.422913538289767,5.01163934667672,6.78215150549671,0.0216334608665246,0.0459982900920101
"ENSMUSG00000030058","ENSMUSG00000030058","Copg1",11011,"coatomer protein complex, subunit gamma 1 [Source:MGI Symbol;Acc:MGI:1858696]","protein_coding","chromosome","54161",7.86578403454449,9.8755341369601,0.274624532594209,6.61199621553925,6.67200226184686,0.0216505980974287,0.0460279234053539
"ENSMUSG00000085156","ENSMUSG00000085156","Snhg15",2652,"small nucleolar RNA host gene 15 [Source:MGI Symbol;Acc:MGI:3650059]","lncRNA","chromosome","100041286",0.691275986585453,1.46658852678032,1.00897386505895,1.59369548872363,6.66937904585255,0.0216719982987204,0.0460666094490388
"ENSMUSG00000097032","ENSMUSG00000097032","4930539J05Rik",1668,"RIKEN cDNA 4930539J05 gene [Source:MGI Symbol;Acc:MGI:1922477]","lncRNA","chromosome","319587",1.64054015410119,0.733929006402279,-1.22536523258778,1.13629612061086,6.66825458445828,0.0216811791890722,0.046079314186085
"ENSMUSG00000000394","ENSMUSG00000000394","Gcg",1494,"glucagon [Source:MGI Symbol;Acc:MGI:95674]","protein_coding","chromosome","14526",0.875125074980691,6.65077615465555,2.84491297368354,2.49281170682532,9.87490295767578,0.0216969095002271,0.0461059326879826
"ENSMUSG00000034786","ENSMUSG00000034786","Gpsm3",1343,"G-protein signalling modulator 3 (AGS3-like, C. elegans) [Source:MGI Symbol;Acc:MGI:2146785]","protein_coding","chromosome","106512",7.55967132821665,12.2659109428378,0.655205728307992,3.75713485275608,6.89245700793955,0.0217246844105729,0.0461581343171605
"ENSMUSG00000028145","ENSMUSG00000028145","Them4",4025,"thioesterase superfamily member 4 [Source:MGI Symbol;Acc:MGI:1923028]","protein_coding","chromosome","75778",0.610400382823953,0.277972020077946,-1.19450112657804,1.00816555133411,6.65821309724968,0.0217633657895601,0.0462324763828559
"ENSMUSG00000063849","ENSMUSG00000063849","Ppcdc",5803,"phosphopantothenoylcysteine decarboxylase [Source:MGI Symbol;Acc:MGI:1914062]","protein_coding","chromosome","66812",0.9760051705123,1.52449123047954,0.593409563972693,2.89074641462308,6.65787939051921,0.0217661032949741,0.0462324763828559
"ENSMUSG00000041645","ENSMUSG00000041645","Ddx24",8242,"DEAD (Asp-Glu-Ala-Asp) box polypeptide 24 [Source:MGI Symbol;Acc:MGI:1351337]","protein_coding","chromosome","27225",10.6883717605302,9.34351355957963,-0.243617119748517,6.37787845803996,6.65575203680933,0.021783564090282,0.0462627316518659
"ENSMUSG00000029810","ENSMUSG00000029810","Tmem176b",2371,"transmembrane protein 176B [Source:MGI Symbol;Acc:MGI:1916348]","protein_coding","chromosome","65963",26.7936966771346,33.7063366304164,0.285306828147794,6.16824340861659,6.65506890788988,0.0217891744994391,0.0462678145062651
"ENSMUSG00000035632","ENSMUSG00000035632","Cnot3",7129,"CCR4-NOT transcription complex, subunit 3 [Source:MGI Symbol;Acc:MGI:2385261]","protein_coding","chromosome","232791",6.22749523994516,7.72057524379149,0.261020595428268,5.6430036652034,6.65298557811308,0.0218062948753852,0.0462967105807329
